"beta","pow","sample_size","sigma","test"
-0.81,0.879290457088686,100,5,"smooth141"
-0.86,0.87828249078311,100,5,"smooth141"
-0.91,0.877568695176946,100,5,"smooth141"
-0.96,0.877094790563262,100,5,"smooth141"
-1.01,0.876806497235124,100,5,"smooth141"
-1.06,0.8766495354856,100,5,"smooth141"
-1.11,0.876569625607757,100,5,"smooth141"
-1.16,0.876512487894663,100,5,"smooth141"
-1.21,0.876423842639385,100,5,"smooth141"
-1.26,0.876248637322955,100,5,"smooth141"
-1.31,0.875948624909724,100,5,"smooth141"
-1.36,0.875611764943898,100,5,"smooth141"
-1.41,0.875356842170454,100,5,"smooth141"
-1.46,0.87530264133437,100,5,"smooth141"
-1.51,0.875562234127635,100,5,"smooth141"
-1.56,0.87603735837788,100,5,"smooth141"
-1.61,0.876649246465256,100,5,"smooth141"
-1.66,0.877397865764946,100,5,"smooth141"
-1.71,0.87828318365213,100,5,"smooth141"
-1.76,0.879305167501991,100,5,"smooth141"
-1.81,0.880463784689709,100,5,"smooth141"
-1.86,0.881759002590465,100,5,"smooth141"
-1.91,0.88319078857944,100,5,"smooth141"
-1.96,0.884759110031817,100,5,"smooth141"
-2.01,0.886463934322775,100,5,"smooth141"
-2.06,0.888305228827496,100,5,"smooth141"
-2.11,0.890282960921162,100,5,"smooth141"
-2.16,0.892397097978952,100,5,"smooth141"
-2.21,0.89464760737605,100,5,"smooth141"
-2.26,NA,100,5,"smooth141"
-2.31,NA,100,5,"smooth141"
-2.36,NA,100,5,"smooth141"
-2.41,NA,100,5,"smooth141"
-2.46,NA,100,5,"smooth141"
0.01,NA,100,5,"smooth142"
0.06,NA,100,5,"smooth142"
0.11,0.90458881646296,100,5,"smooth142"
0.16,0.901556842867052,100,5,"smooth142"
0.21,0.898654398370886,100,5,"smooth142"
0.26,0.895870124817092,100,5,"smooth142"
0.31,0.8931926640483,100,5,"smooth142"
0.36,0.890610657907139,100,5,"smooth142"
0.41,0.888110936587568,100,5,"smooth142"
0.46,0.885635918872926,100,5,"smooth142"
0.51,0.883195738573647,100,5,"smooth142"
0.56,0.880835543144152,100,5,"smooth142"
0.61,0.87860048003886,100,5,"smooth142"
0.66,0.876535696712189,100,5,"smooth142"
0.71,0.87468634061856,100,5,"smooth142"
0.76,0.87309735687621,100,5,"smooth142"
0.81,0.871788401358518,100,5,"smooth142"
0.86,0.870731352439021,100,5,"smooth142"
0.91,0.869892963875866,100,5,"smooth142"
0.96,0.869239989427201,100,5,"smooth142"
1.01,0.868739182851174,100,5,"smooth142"
1.06,0.868357297905933,100,5,"smooth142"
1.11,0.868061088349625,100,5,"smooth142"
1.16,0.867817307940398,100,5,"smooth142"
1.21,0.8675927104364,100,5,"smooth142"
1.26,0.867349087439735,100,5,"smooth142"
1.31,0.866944550074442,100,5,"smooth142"
1.36,0.866471583742429,100,5,"smooth142"
1.41,0.8661265610158,100,5,"smooth142"
1.46,0.86610585446666,100,5,"smooth142"
1.51,0.86659604110116,100,5,"smooth142"
1.56,0.867423199853493,100,5,"smooth142"
1.61,0.86845188105068,100,5,"smooth142"
1.66,0.869682457425462,100,5,"smooth142"
1.71,0.871115301710578,100,5,"smooth142"
1.76,0.872750786638767,100,5,"smooth142"
1.81,0.874589284942772,100,5,"smooth142"
1.86,0.876631169355331,100,5,"smooth142"
1.91,0.878876812609185,100,5,"smooth142"
1.96,0.881326587437075,100,5,"smooth142"
2.01,0.88398086657174,100,5,"smooth142"
2.06,0.88684002274592,100,5,"smooth142"
2.11,0.889904428692357,100,5,"smooth142"
2.16,0.893174457143789,100,5,"smooth142"
2.21,0.896650480832958,100,5,"smooth142"
2.26,NA,100,5,"smooth142"
2.31,NA,100,5,"smooth142"
2.36,NA,100,5,"smooth142"
2.41,NA,100,5,"smooth142"
2.46,NA,100,5,"smooth142"
-0.01,NA,100,5,"smooth142"
-0.06,NA,100,5,"smooth142"
-0.11,0.90458881646296,100,5,"smooth142"
-0.16,0.901556842867052,100,5,"smooth142"
-0.21,0.898654398370886,100,5,"smooth142"
-0.26,0.895870124817092,100,5,"smooth142"
-0.31,0.8931926640483,100,5,"smooth142"
-0.36,0.890610657907139,100,5,"smooth142"
-0.41,0.888110936587568,100,5,"smooth142"
-0.46,0.885635918872926,100,5,"smooth142"
-0.51,0.883195738573647,100,5,"smooth142"
-0.56,0.880835543144152,100,5,"smooth142"
-0.61,0.87860048003886,100,5,"smooth142"
-0.66,0.876535696712189,100,5,"smooth142"
-0.71,0.87468634061856,100,5,"smooth142"
-0.76,0.87309735687621,100,5,"smooth142"
-0.81,0.871788401358518,100,5,"smooth142"
-0.86,0.870731352439021,100,5,"smooth142"
-0.91,0.869892963875866,100,5,"smooth142"
-0.96,0.869239989427201,100,5,"smooth142"
-1.01,0.868739182851174,100,5,"smooth142"
-1.06,0.868357297905933,100,5,"smooth142"
-1.11,0.868061088349625,100,5,"smooth142"
-1.16,0.867817307940398,100,5,"smooth142"
-1.21,0.8675927104364,100,5,"smooth142"
-1.26,0.867349087439735,100,5,"smooth142"
-1.31,0.866944550074442,100,5,"smooth142"
-1.36,0.866471583742429,100,5,"smooth142"
-1.41,0.8661265610158,100,5,"smooth142"
-1.46,0.86610585446666,100,5,"smooth142"
-1.51,0.86659604110116,100,5,"smooth142"
-1.56,0.867423199853493,100,5,"smooth142"
-1.61,0.86845188105068,100,5,"smooth142"
-1.66,0.869682457425462,100,5,"smooth142"
-1.71,0.871115301710578,100,5,"smooth142"
-1.76,0.872750786638767,100,5,"smooth142"
-1.81,0.874589284942772,100,5,"smooth142"
-1.86,0.876631169355331,100,5,"smooth142"
-1.91,0.878876812609185,100,5,"smooth142"
-1.96,0.881326587437075,100,5,"smooth142"
-2.01,0.88398086657174,100,5,"smooth142"
-2.06,0.88684002274592,100,5,"smooth142"
-2.11,0.889904428692357,100,5,"smooth142"
-2.16,0.893174457143789,100,5,"smooth142"
-2.21,0.896650480832958,100,5,"smooth142"
-2.26,NA,100,5,"smooth142"
-2.31,NA,100,5,"smooth142"
-2.36,NA,100,5,"smooth142"
-2.41,NA,100,5,"smooth142"
-2.46,NA,100,5,"smooth142"
0.01,NA,100,5,"smooth143"
0.06,NA,100,5,"smooth143"
0.11,0.89272690624647,100,5,"smooth143"
0.16,0.889680775892036,100,5,"smooth143"
0.21,0.886790006358034,100,5,"smooth143"
0.26,0.884050590933383,100,5,"smooth143"
0.31,0.881458522907005,100,5,"smooth143"
0.36,0.879009795567817,100,5,"smooth143"
0.41,0.876698030759861,100,5,"smooth143"
0.46,0.87445377459575,100,5,"smooth143"
0.51,0.872282760791784,100,5,"smooth143"
0.56,0.870234359740015,100,5,"smooth143"
0.61,0.8683579418325,100,5,"smooth143"
0.66,0.866702877461294,100,5,"smooth143"
0.71,0.86531853701845,100,5,"smooth143"
0.76,0.864258214227656,100,5,"smooth143"
0.81,0.863667970084164,100,5,"smooth143"
0.86,0.863537936295798,100,5,"smooth143"
0.91,0.863780902668394,100,5,"smooth143"
0.96,0.864309659007784,100,5,"smooth143"
1.01,0.865036995119804,100,5,"smooth143"
1.06,0.865875700810286,100,5,"smooth143"
1.11,0.866738565885066,100,5,"smooth143"
1.16,0.867538380149977,100,5,"smooth143"
1.21,0.868187933410854,100,5,"smooth143"
1.26,0.868600543920117,100,5,"smooth143"
1.31,0.868760766908604,100,5,"smooth143"
1.36,0.868792063331434,100,5,"smooth143"
1.41,0.868833584192814,100,5,"smooth143"
1.46,0.869024480496953,100,5,"smooth143"
1.51,0.86949755375728,100,5,"smooth143"
1.56,0.87014876034126,100,5,"smooth143"
1.61,0.87089036403696,100,5,"smooth143"
1.66,0.871721259844503,100,5,"smooth143"
1.71,0.872640342764012,100,5,"smooth143"
1.76,0.87364650779561,100,5,"smooth143"
1.81,0.87473864993942,100,5,"smooth143"
1.86,0.875915664195563,100,5,"smooth143"
1.91,0.877176445564164,100,5,"smooth143"
1.96,0.878519889045344,100,5,"smooth143"
2.01,0.879944889639228,100,5,"smooth143"
2.06,0.881450342345937,100,5,"smooth143"
2.11,0.883035142165595,100,5,"smooth143"
2.16,0.884698184098323,100,5,"smooth143"
2.21,0.886438363144246,100,5,"smooth143"
2.26,NA,100,5,"smooth143"
2.31,NA,100,5,"smooth143"
2.36,NA,100,5,"smooth143"
2.41,NA,100,5,"smooth143"
2.46,NA,100,5,"smooth143"
-0.01,NA,100,5,"smooth143"
-0.06,NA,100,5,"smooth143"
-0.11,0.89272690624647,100,5,"smooth143"
-0.16,0.889680775892036,100,5,"smooth143"
-0.21,0.886790006358034,100,5,"smooth143"
-0.26,0.884050590933383,100,5,"smooth143"
-0.31,0.881458522907005,100,5,"smooth143"
-0.36,0.879009795567817,100,5,"smooth143"
-0.41,0.876698030759861,100,5,"smooth143"
-0.46,0.87445377459575,100,5,"smooth143"
-0.51,0.872282760791784,100,5,"smooth143"
-0.56,0.870234359740015,100,5,"smooth143"
-0.61,0.8683579418325,100,5,"smooth143"
-0.66,0.866702877461294,100,5,"smooth143"
-0.71,0.86531853701845,100,5,"smooth143"
-0.76,0.864258214227656,100,5,"smooth143"
-0.81,0.863667970084164,100,5,"smooth143"
-0.86,0.863537936295798,100,5,"smooth143"
-0.91,0.863780902668394,100,5,"smooth143"
-0.96,0.864309659007784,100,5,"smooth143"
-1.01,0.865036995119804,100,5,"smooth143"
-1.06,0.865875700810286,100,5,"smooth143"
-1.11,0.866738565885066,100,5,"smooth143"
-1.16,0.867538380149977,100,5,"smooth143"
-1.21,0.868187933410854,100,5,"smooth143"
-1.26,0.868600543920117,100,5,"smooth143"
-1.31,0.868760766908604,100,5,"smooth143"
-1.36,0.868792063331434,100,5,"smooth143"
-1.41,0.868833584192814,100,5,"smooth143"
-1.46,0.869024480496953,100,5,"smooth143"
-1.51,0.86949755375728,100,5,"smooth143"
-1.56,0.87014876034126,100,5,"smooth143"
-1.61,0.87089036403696,100,5,"smooth143"
-1.66,0.871721259844503,100,5,"smooth143"
-1.71,0.872640342764012,100,5,"smooth143"
-1.76,0.87364650779561,100,5,"smooth143"
-1.81,0.87473864993942,100,5,"smooth143"
-1.86,0.875915664195563,100,5,"smooth143"
-1.91,0.877176445564164,100,5,"smooth143"
-1.96,0.878519889045344,100,5,"smooth143"
-2.01,0.879944889639228,100,5,"smooth143"
-2.06,0.881450342345937,100,5,"smooth143"
-2.11,0.883035142165595,100,5,"smooth143"
-2.16,0.884698184098323,100,5,"smooth143"
-2.21,0.886438363144246,100,5,"smooth143"
-2.26,NA,100,5,"smooth143"
-2.31,NA,100,5,"smooth143"
-2.36,NA,100,5,"smooth143"
-2.41,NA,100,5,"smooth143"
-2.46,NA,100,5,"smooth143"
0.01,NA,100,5,"smooth144"
0.06,NA,100,5,"smooth144"
0.11,0.887765302909779,100,5,"smooth144"
0.16,0.885538526844006,100,5,"smooth144"
0.21,0.883433961159842,100,5,"smooth144"
0.26,0.88144400695024,100,5,"smooth144"
0.31,0.879561065308156,100,5,"smooth144"
0.36,0.877777537326541,100,5,"smooth144"
0.41,0.8760841711859,100,5,"smooth144"
0.46,0.874430032479614,100,5,"smooth144"
0.51,0.872822804087934,100,5,"smooth144"
0.56,0.87130159798423,100,5,"smooth144"
0.61,0.869905526141876,100,5,"smooth144"
0.66,0.868673700534243,100,5,"smooth144"
0.71,0.867645233134705,100,5,"smooth144"
0.76,0.866862894256769,100,5,"smooth144"
0.81,0.866459239855714,100,5,"smooth144"
0.86,0.866430368499787,100,5,"smooth144"
0.91,0.866701720318377,100,5,"smooth144"
0.96,0.867198735440872,100,5,"smooth144"
1.01,0.867846853996663,100,5,"smooth144"
1.06,0.86857151611514,100,5,"smooth144"
1.11,0.869298161925689,100,5,"smooth144"
1.16,0.869952231557702,100,5,"smooth144"
1.21,0.870459165140568,100,5,"smooth144"
1.26,0.870742885278826,100,5,"smooth144"
1.31,0.870739886361319,100,5,"smooth144"
1.36,0.870578877165822,100,5,"smooth144"
1.41,0.87044001690306,100,5,"smooth144"
1.46,0.870503464783757,100,5,"smooth144"
1.51,0.870940371684,100,5,"smooth144"
1.56,0.871590706273079,100,5,"smooth144"
1.61,0.872330753385653,100,5,"smooth144"
1.66,0.87316185765573,100,5,"smooth144"
1.71,0.874085363717317,100,5,"smooth144"
1.76,0.875102616204418,100,5,"smooth144"
1.81,0.876214959751042,100,5,"smooth144"
1.86,0.877423738991195,100,5,"smooth144"
1.91,0.878730298558882,100,5,"smooth144"
1.96,0.880135983088111,100,5,"smooth144"
2.01,0.881642137212889,100,5,"smooth144"
2.06,0.88325010556722,100,5,"smooth144"
2.11,0.884961232785113,100,5,"smooth144"
2.16,0.886776863500574,100,5,"smooth144"
2.21,0.888698342347608,100,5,"smooth144"
2.26,NA,100,5,"smooth144"
2.31,NA,100,5,"smooth144"
2.36,NA,100,5,"smooth144"
2.41,NA,100,5,"smooth144"
2.46,NA,100,5,"smooth144"
-0.01,NA,100,5,"smooth144"
-0.06,NA,100,5,"smooth144"
-0.11,0.887765302909779,100,5,"smooth144"
-0.16,0.885538526844006,100,5,"smooth144"
-0.21,0.883433961159842,100,5,"smooth144"
-0.26,0.88144400695024,100,5,"smooth144"
-0.31,0.879561065308156,100,5,"smooth144"
-0.36,0.877777537326541,100,5,"smooth144"
-0.41,0.8760841711859,100,5,"smooth144"
-0.46,0.874430032479614,100,5,"smooth144"
-0.51,0.872822804087934,100,5,"smooth144"
-0.56,0.87130159798423,100,5,"smooth144"
-0.61,0.869905526141876,100,5,"smooth144"
-0.66,0.868673700534243,100,5,"smooth144"
-0.71,0.867645233134705,100,5,"smooth144"
-0.76,0.866862894256769,100,5,"smooth144"
-0.81,0.866459239855714,100,5,"smooth144"
-0.86,0.866430368499787,100,5,"smooth144"
-0.91,0.866701720318377,100,5,"smooth144"
-0.96,0.867198735440872,100,5,"smooth144"
-1.01,0.867846853996663,100,5,"smooth144"
-1.06,0.86857151611514,100,5,"smooth144"
-1.11,0.869298161925689,100,5,"smooth144"
-1.16,0.869952231557702,100,5,"smooth144"
-1.21,0.870459165140568,100,5,"smooth144"
-1.26,0.870742885278826,100,5,"smooth144"
-1.31,0.870739886361319,100,5,"smooth144"
-1.36,0.870578877165822,100,5,"smooth144"
-1.41,0.87044001690306,100,5,"smooth144"
-1.46,0.870503464783757,100,5,"smooth144"
-1.51,0.870940371684,100,5,"smooth144"
-1.56,0.871590706273079,100,5,"smooth144"
-1.61,0.872330753385653,100,5,"smooth144"
-1.66,0.87316185765573,100,5,"smooth144"
-1.71,0.874085363717317,100,5,"smooth144"
-1.76,0.875102616204418,100,5,"smooth144"
-1.81,0.876214959751042,100,5,"smooth144"
-1.86,0.877423738991195,100,5,"smooth144"
-1.91,0.878730298558882,100,5,"smooth144"
-1.96,0.880135983088111,100,5,"smooth144"
-2.01,0.881642137212889,100,5,"smooth144"
-2.06,0.88325010556722,100,5,"smooth144"
-2.11,0.884961232785113,100,5,"smooth144"
-2.16,0.886776863500574,100,5,"smooth144"
-2.21,0.888698342347608,100,5,"smooth144"
-2.26,NA,100,5,"smooth144"
-2.31,NA,100,5,"smooth144"
-2.36,NA,100,5,"smooth144"
-2.41,NA,100,5,"smooth144"
-2.46,NA,100,5,"smooth144"
0.01,NA,100,5,"smooth145"
0.06,NA,100,5,"smooth145"
0.11,0.89490462398575,100,5,"smooth145"
0.16,0.892573480884188,100,5,"smooth145"
0.21,0.890376444709117,100,5,"smooth145"
0.26,0.888310895878524,100,5,"smooth145"
0.31,0.886374214810394,100,5,"smooth145"
0.36,0.884563781922715,100,5,"smooth145"
0.41,0.882875212879472,100,5,"smooth145"
0.46,0.881257152613534,100,5,"smooth145"
0.51,0.879714111789645,100,5,"smooth145"
0.56,0.878283059979646,100,5,"smooth145"
0.61,0.87700096675538,100,5,"smooth145"
0.66,0.875904801688687,100,5,"smooth145"
0.71,0.87503153435141,100,5,"smooth145"
0.76,0.874425079574336,100,5,"smooth145"
0.81,0.874315683710973,100,5,"smooth145"
0.86,0.874717750300745,100,5,"smooth145"
0.91,0.875518595733887,100,5,"smooth145"
0.96,0.876605536400631,100,5,"smooth145"
1.01,0.877865888691214,100,5,"smooth145"
1.06,0.879186968995868,100,5,"smooth145"
1.11,0.880456093704827,100,5,"smooth145"
1.16,0.881560579208326,100,5,"smooth145"
1.21,0.882387741896598,100,5,"smooth145"
1.26,0.88282723599321,100,5,"smooth145"
1.31,0.88290488952751,100,5,"smooth145"
1.36,0.882773831463237,100,5,"smooth145"
1.41,0.882577057937105,100,5,"smooth145"
1.46,0.882457565085831,100,5,"smooth145"
1.51,0.882551435248419,100,5,"smooth145"
1.56,0.882739453572807,100,5,"smooth145"
1.61,0.882927232681976,100,5,"smooth145"
1.66,0.883115870111513,100,5,"smooth145"
1.71,0.883306463397007,100,5,"smooth145"
1.76,0.883500110074046,100,5,"smooth145"
1.81,0.883697907678219,100,5,"smooth145"
1.86,0.883900953745114,100,5,"smooth145"
1.91,0.88411034581032,100,5,"smooth145"
1.96,0.884327181409425,100,5,"smooth145"
2.01,0.884552558078017,100,5,"smooth145"
2.06,0.884787573351686,100,5,"smooth145"
2.11,0.885033324766019,100,5,"smooth145"
2.16,0.885290909856604,100,5,"smooth145"
2.21,0.885561426159031,100,5,"smooth145"
2.26,NA,100,5,"smooth145"
2.31,NA,100,5,"smooth145"
2.36,NA,100,5,"smooth145"
2.41,NA,100,5,"smooth145"
2.46,NA,100,5,"smooth145"
-0.01,NA,100,5,"smooth145"
-0.06,NA,100,5,"smooth145"
-0.11,0.89490462398575,100,5,"smooth145"
-0.16,0.892573480884188,100,5,"smooth145"
-0.21,0.890376444709117,100,5,"smooth145"
-0.26,0.888310895878524,100,5,"smooth145"
-0.31,0.886374214810394,100,5,"smooth145"
-0.36,0.884563781922715,100,5,"smooth145"
-0.41,0.882875212879472,100,5,"smooth145"
-0.46,0.881257152613534,100,5,"smooth145"
-0.51,0.879714111789645,100,5,"smooth145"
-0.56,0.878283059979646,100,5,"smooth145"
-0.61,0.87700096675538,100,5,"smooth145"
-0.66,0.875904801688687,100,5,"smooth145"
-0.71,0.87503153435141,100,5,"smooth145"
-0.76,0.874425079574336,100,5,"smooth145"
-0.81,0.874315683710973,100,5,"smooth145"
-0.86,0.874717750300745,100,5,"smooth145"
-0.91,0.875518595733887,100,5,"smooth145"
-0.96,0.876605536400631,100,5,"smooth145"
-1.01,0.877865888691214,100,5,"smooth145"
-1.06,0.879186968995868,100,5,"smooth145"
-1.11,0.880456093704827,100,5,"smooth145"
-1.16,0.881560579208326,100,5,"smooth145"
-1.21,0.882387741896598,100,5,"smooth145"
-1.26,0.88282723599321,100,5,"smooth145"
-1.31,0.88290488952751,100,5,"smooth145"
-1.36,0.882773831463237,100,5,"smooth145"
-1.41,0.882577057937105,100,5,"smooth145"
-1.46,0.882457565085831,100,5,"smooth145"
-1.51,0.882551435248419,100,5,"smooth145"
-1.56,0.882739453572807,100,5,"smooth145"
-1.61,0.882927232681976,100,5,"smooth145"
-1.66,0.883115870111513,100,5,"smooth145"
-1.71,0.883306463397007,100,5,"smooth145"
-1.76,0.883500110074046,100,5,"smooth145"
-1.81,0.883697907678219,100,5,"smooth145"
-1.86,0.883900953745114,100,5,"smooth145"
-1.91,0.88411034581032,100,5,"smooth145"
-1.96,0.884327181409425,100,5,"smooth145"
-2.01,0.884552558078017,100,5,"smooth145"
-2.06,0.884787573351686,100,5,"smooth145"
-2.11,0.885033324766019,100,5,"smooth145"
-2.16,0.885290909856604,100,5,"smooth145"
-2.21,0.885561426159031,100,5,"smooth145"
-2.26,NA,100,5,"smooth145"
-2.31,NA,100,5,"smooth145"
-2.36,NA,100,5,"smooth145"
-2.41,NA,100,5,"smooth145"
-2.46,NA,100,5,"smooth145"
0.01,NA,100,5,"smooth146"
0.06,NA,100,5,"smooth146"
0.11,0.909497449452693,100,5,"smooth146"
0.16,0.906016411904363,100,5,"smooth146"
0.21,0.902690149943844,100,5,"smooth146"
0.26,0.899510155210106,100,5,"smooth146"
0.31,0.896467919342123,100,5,"smooth146"
0.36,0.893554933978866,100,5,"smooth146"
0.41,0.890760931887084,100,5,"smooth146"
0.46,0.88803140437668,100,5,"smooth146"
0.51,0.885374525822177,100,5,"smooth146"
0.56,0.882831964755617,100,5,"smooth146"
0.61,0.880445389709043,100,5,"smooth146"
0.66,0.878256469214495,100,5,"smooth146"
0.71,0.876306871804017,100,5,"smooth146"
0.76,0.874639688487272,100,5,"smooth146"
0.81,0.873321497680289,100,5,"smooth146"
0.86,0.872334720012737,100,5,"smooth146"
0.91,0.871629224526717,100,5,"smooth146"
0.96,0.871154880264332,100,5,"smooth146"
1.01,0.870861556267683,100,5,"smooth146"
1.06,0.870699121578872,100,5,"smooth146"
1.11,0.87061744524,100,5,"smooth146"
1.16,0.87056639629317,100,5,"smooth146"
1.21,0.870495843780484,100,5,"smooth146"
1.26,0.870352753167843,100,5,"smooth146"
1.31,0.870044135708643,100,5,"smooth146"
1.36,0.869670532955436,100,5,"smooth146"
1.41,0.869402481558127,100,5,"smooth146"
1.46,0.869410518166623,100,5,"smooth146"
1.51,0.869856769721609,100,5,"smooth146"
1.56,0.870593400768184,100,5,"smooth146"
1.61,0.871504333501265,100,5,"smooth146"
1.66,0.872589889151962,100,5,"smooth146"
1.71,0.87385038895139,100,5,"smooth146"
1.76,0.875286154130661,100,5,"smooth146"
1.81,0.876897505920888,100,5,"smooth146"
1.86,0.878684765553186,100,5,"smooth146"
1.91,0.880648254258666,100,5,"smooth146"
1.96,0.882788293268443,100,5,"smooth146"
2.01,0.885105203813628,100,5,"smooth146"
2.06,0.887599307125336,100,5,"smooth146"
2.11,0.89027092443468,100,5,"smooth146"
2.16,0.893120376972772,100,5,"smooth146"
2.21,0.896147985970725,100,5,"smooth146"
2.26,NA,100,5,"smooth146"
2.31,NA,100,5,"smooth146"
2.36,NA,100,5,"smooth146"
2.41,NA,100,5,"smooth146"
2.46,NA,100,5,"smooth146"
-0.01,NA,100,5,"smooth146"
-0.06,NA,100,5,"smooth146"
-0.11,0.909497449452693,100,5,"smooth146"
-0.16,0.906016411904363,100,5,"smooth146"
-0.21,0.902690149943844,100,5,"smooth146"
-0.26,0.899510155210106,100,5,"smooth146"
-0.31,0.896467919342123,100,5,"smooth146"
-0.36,0.893554933978866,100,5,"smooth146"
-0.41,0.890760931887084,100,5,"smooth146"
-0.46,0.88803140437668,100,5,"smooth146"
-0.51,0.885374525822177,100,5,"smooth146"
-0.56,0.882831964755617,100,5,"smooth146"
-0.61,0.880445389709043,100,5,"smooth146"
-0.66,0.878256469214495,100,5,"smooth146"
-0.71,0.876306871804017,100,5,"smooth146"
-0.76,0.874639688487272,100,5,"smooth146"
-0.81,0.873321497680289,100,5,"smooth146"
-0.86,0.872334720012737,100,5,"smooth146"
-0.91,0.871629224526717,100,5,"smooth146"
-0.96,0.871154880264332,100,5,"smooth146"
-1.01,0.870861556267683,100,5,"smooth146"
-1.06,0.870699121578872,100,5,"smooth146"
-1.11,0.87061744524,100,5,"smooth146"
-1.16,0.87056639629317,100,5,"smooth146"
-1.21,0.870495843780484,100,5,"smooth146"
-1.26,0.870352753167843,100,5,"smooth146"
-1.31,0.870044135708643,100,5,"smooth146"
-1.36,0.869670532955436,100,5,"smooth146"
-1.41,0.869402481558127,100,5,"smooth146"
-1.46,0.869410518166623,100,5,"smooth146"
-1.51,0.869856769721609,100,5,"smooth146"
-1.56,0.870593400768184,100,5,"smooth146"
-1.61,0.871504333501265,100,5,"smooth146"
-1.66,0.872589889151962,100,5,"smooth146"
-1.71,0.87385038895139,100,5,"smooth146"
-1.76,0.875286154130661,100,5,"smooth146"
-1.81,0.876897505920888,100,5,"smooth146"
-1.86,0.878684765553186,100,5,"smooth146"
-1.91,0.880648254258666,100,5,"smooth146"
-1.96,0.882788293268443,100,5,"smooth146"
-2.01,0.885105203813628,100,5,"smooth146"
-2.06,0.887599307125336,100,5,"smooth146"
-2.11,0.89027092443468,100,5,"smooth146"
-2.16,0.893120376972772,100,5,"smooth146"
-2.21,0.896147985970725,100,5,"smooth146"
-2.26,NA,100,5,"smooth146"
-2.31,NA,100,5,"smooth146"
-2.36,NA,100,5,"smooth146"
-2.41,NA,100,5,"smooth146"
-2.46,NA,100,5,"smooth146"
0.01,NA,100,5,"smooth147"
